"Site ID",Verified?,Updated,"Site Name","Site Name (Spanish)","Site Phone","Site Fax","Site Email","Site Website","Summer Site?","Age 5","Age 6","Age 7","Age 8","Age 9","Age 10","Age 11","Age 12","Age 13","Age 14","Age 15","Age 16","Age 17","Age 18","Tutoring/Academic Enrichment","Arts and Culture","Sports and Recreation","Volunteering/Community Service","Science, Technology, Engineering, and Mathematics","College and Career Readiness",Leadership,"Character Education",Prevention,Nutrition,Mentoring,"Support Services (medical, dental, mental health, etc.)","Monday Morning Start Time","Monday Morning End Time","Monday Afternoon Start Time","Monday Afternoon End Time","Tuesday Morning Start Time","Tuesday Morning End Time","Tuesday Afternoon Start Time","Tuesday Afternoon End Time","Wednesday Morning Start Time","Wednesday Morning End Time","Wednesday Afternoon Start Time","Wednesday Afternoon End Time","Thursday Morning Start Time","Thursday Morning End Time","Thursday Afternoon Start Time","Thursday Afternoon End Time","Friday Morning Start Time","Friday Morning End Time","Friday Afternoon Start Time","Friday Afternoon End Time","Saturday Start Time","Saturday End Time","Sunday Start Time","Sunday End Time","This sites charge a fee?","Charge Frequency",Cost,"Fee assistance available?","Scholarships available?","Accepts DES child care subsidy?","Multiple child discount available?","Other financial assistance available?","Transportation provided?","Snacks provided?","Breakfast provided?","Lunch provided?","Dinner provided?","What percentage of your clientèle receive a free or reduced lunch at their school?","Spanish spoken?","Other languages spoken?","What is the capacity of this site?","Does this site run at capacity?","On a typical day this site is operating, how many children or teens attend at this site?","Does everyone pay the same amount at this site?","Is sliding scale assistance available at this site?","Please describe what other financial assistance is available at this site.","What is the average monthly transportation cost to this site?","What is the number of full-time, paid staff at this site?","What is the number of part-time, paid staff at this site?","What is the number of volunteer staff at this site?","On a typical day, how many staff members are working at this site?","Do you provide referrals for needed parental services at this site?","Do you provide parent education at this site?","Do you provide information and handouts to parents at this site?","Please describe any other items or services provided to parents at this site","What percentage of your total clientele at this site are African American?","What percentage of your total clientele at this site are Asian American?","What percentage of your total clientele at this site are Latino?","What percentage of your total clientele at this site are Native American?","What percentage of your total clientele at this site are White?","What percentage of your total clientele at this site are another race or ethnicity?","Which response best describes the type of program operating at the site?","What percentage of your program budget at this site comes from the federal government?","What percentage of your program budget at this site comes from the state or local government?","What percentage of your program budget at this site comes from parent fees?","What percentage of your program budget at this site comes from grants?","What percentage of your program budget at this site comes from religious organizations?","What is the biggest barrier to operating at full attendence at this site?","Please describe any other barriers you see to operating at full attendence at this site.","When hiring staff for this site, do you require fingerprinting?","When hiring staff for this site, do you require drug test?","When hiring staff for this site, do you require background check?","When hiring staff for this site, do you require personal references?","When hiring staff for this site, do you require other?","How often do you provide staff training/professional development throughout the year for staff at this site?","Approximately how many hours of training/professional development do you provide to your staff at this site per year?","Most used delivery method for your staff's training/professional development at this site.","Second most used delivery method for your staff's training/professional development at this site.","Third most used delivery method for your staff's training/professional development at this site.","Fourth most used delivery method for your staff's training/professional development at this site.","Least used delivery method for your staff's training/professional development at this site.","Who trains your staff for this site? Our own staff?","Who trains your staff for this site? Arizona Association of Supportive Child Care?","Who trains your staff for this site? Arizona Center for Afterschool Excellence?","Who trains your staff for this site? Arizona Department of Health Services?","Who trains your staff for this site? National Afterschool Association?","Who trains your staff for this site? National Institute on Out-of-School Time (NIOST)?","Who trains your staff for this site? Southwest Human Development?","Who trains your staff for this site? Other?","Name the one most important area in which your staff needs the most training at this site.","Please describe if ""other"" selected.","Name the second most important area in which your staff needs the most training at this site.","Please describe if ""other"" selected.","Do you evaluate the quality of your program at this site?","How do you assess the quality of your program at this site?","How frequently do the children/teens at your site have the opportunity to plan activities/projects?","How often do the children/teens at your site have the opportunity to create rules and expectations that are followed?","Do you and/or your staff regularly collaborate with the schools attended by the children/teens at this site? ","How often do you collaborate with the schools attended by the children/teens at this site? "
332,Yes,8/22/2011,"After School Program",,520-822-4408,,,http://pima.gov/nrpr,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,,,Yes,Yes,No,Yes,No,No,,,"2:00 PM","5:30 PM",,,"2:00 PM","5:30 PM",,,"2:00 PM","5:30 PM",,,"2:00 PM","5:30 PM",,,"2:00 PM","5:30 PM",,,,,No,,,,,,,,No,Yes,,,,0.00%,,,40,No,40,,,,,1.00,3.00,2.00,2.00,,,Yes,"Nutritional Handouts",,,,,,,,,,,,,Other,"Lack of aviailable transportation-rural areas",Yes,,Yes,Yes,,Semi-annually,,"Trainers specializing in specific subject matter","Peer to peer coaching",Supervision,Workshops/conferences,"On-line training",Yes,,,,,,,,"Youth engagement",,"Commitment to Professionalism",,No,,"At least weekly","At least weekly",No,
175,Yes,8/22/2011,"After School Program",,480-472-1800,,,http://www.mpsaz.org/shepherd,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,,,No,No,No,No,No,No,"8:00 AM","8:45 AM","3:55 PM","4:45 PM","8:00 AM","8:45 AM","3:55 PM","4:45 PM","8:00 AM","8:45 AM","3:55 PM","4:45 PM","8:00 AM","8:45 AM","3:55 PM","4:45 PM","8:00 AM","8:45 AM","3:55 PM","4:45 PM",,,,,No,,,,,,,,Yes,,,,,0.00%,,,150,No,30,,,,$0.00,,,,,,,,,,,,,,,,,,,,,"Children/teens lose interest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Yes,8/22/2011,"After school programs",,520-879-3500,,,http://cfms.vail.k12.az.us/,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,,,Yes,No,No,No,Yes,No,,,"2:30 PM","4:15 PM",,,"2:30 PM","4:15 PM",,,"2:30 PM","4:15 PM",,,"2:30 PM","4:15 PM",,,"2:30 PM","4:15 PM",,,,,Yes,Monthly,$25.00,Yes,Yes,,,,No,,,,,0.00%,,,60,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Yes,8/22/2011,"After School Tutoring",,602-232-4230,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Yes,8/22/2011,"After School Tutoring",,602-232-4230,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Yes,8/22/2011,"AFTER-SCHOOL TUTORING/ENRICHMENT PROGRAM",,520-225-2100,,,http://TUSD1.ORG,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,No,Yes,No,Yes,No,No,"7:45 AM","8:45 AM","3:30 PM","5:30 PM","7:45 AM","8:45 AM","3:30 PM","5:30 PM","7:45 AM","8:45 AM","3:30 PM","5:30 PM","7:45 AM","8:45 AM","3:30 PM","5:30 PM","7:45 AM","8:45 AM","3:30 PM","5:30 PM",,,,,No,,,,,,,,No,Yes,Yes,Yes,,98.00%,,,150,Yes,,,,,,8.00,4.00,3.00,10.00,Yes,Yes,Yes,,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,"21st Century Community Center",100.00%,0.00%,0.00%,0.00%,0.00%,,,Yes,Yes,Yes,Yes,,Monthly,8,Supervision,"Peer to peer coaching","Trainers specializing in specific subject matter",Workshops/conferences,"On-line training",Yes,,,,,,,,"Effective Program Operation",,"Enhancement of Social and Emotional Development",,Yes,"Parent/client survey","At least weekly",Quarterly,Yes,Weekly
949,Yes,8/22/2011,"AFTER-SCHOOL TUTORING/ENRICHMENT PROGRAM",,520-225-2100,,,http://TUSD1.ORG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,No,Yes,No,Yes,No,No,"7:30 AM",,,"12:30 PM","7:30 AM",,,"12:30 PM","7:30 AM",,,"12:30 PM","7:30 AM",,,"12:30 PM","7:30 AM",,,"12:30 PM",,,,,No,,,,,,,,No,Yes,Yes,Yes,,98.00%,,,150,Yes,,,,,,8.00,4.00,3.00,10.00,Yes,Yes,Yes,,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,"21st Century Community Center",100.00%,0.00%,0.00%,0.00%,0.00%,,,Yes,Yes,Yes,Yes,,Monthly,8,Supervision,"Peer to peer coaching","Trainers specializing in specific subject matter",Workshops/conferences,"On-line training",Yes,,,,,,,,"Effective Program Operation",,"Enhancement of Social and Emotional Development",,Yes,"Parent/client survey","At least weekly",Quarterly,Yes,Weekly
321,Yes,8/22/2011,"After the Bell",,602-449-2700,,,http://cmweb.pvschools.net/ahesweb/,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,,,Yes,No,No,No,Yes,No,"7:50 AM","8:25 AM","2:30 PM","4:00 PM","7:50 AM","8:25 AM","2:30 PM","4:00 PM","7:50 AM","8:25 AM","2:30 PM","4:00 PM","7:50 AM","8:25 AM","2:30 PM","4:00 PM","7:50 AM","8:25 AM","2:30 PM","4:00 PM",,,,,No,,,,,,,,Yes,,,,,0.00%,,,150,Yes,,,,,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Yes,8/22/2011,"After the Bell",,602-449-5200,,,http://www.pvschools.net/cbes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,Yes,Yes,No,Yes,No,No,,,"1:30 PM","3:30 PM",,,"1:30 PM","3:30 PM",,,"1:30 PM","3:30 PM",,,"1:30 PM","3:30 PM",,,"1:30 PM","3:30 PM",,,,,Yes,,,No,,,,,No,,,,,0.00%,,,150,Yes,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Yes,8/22/2011,"After the Bell",,602-449-2700,,,http://cmweb.pvschools.net/ahesweb/,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,,,Yes,No,No,No,Yes,No,,,"12:30 PM","3:00 PM",,,"12:30 PM","3:00 PM",,,"12:30 PM","3:00 PM",,,"12:30 PM","3:00 PM",,,"12:30 PM","3:00 PM",,,,,No,,,,,,,,Yes,,,,,0.00%,,,150,Yes,,,,,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Yes,8/22/2011,"After the Bell",,602-449-5200,,,http://www.pvschools.net/cbes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,Yes,Yes,No,Yes,No,No,"8:00 AM","9:00 AM","3:00 PM","5:00 PM","8:00 AM","9:00 AM","3:00 PM","5:00 PM","8:00 AM","9:00 AM","3:00 PM","5:00 PM","8:00 AM","9:00 AM","3:00 PM","5:00 PM","8:00 AM","9:00 AM","3:00 PM","5:00 PM",,,,,Yes,,,No,,,,,No,,,,,0.00%,,,150,Yes,,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Yes,8/22/2011,"Aldea Montessori After School",,602-485-0276,,,http://aldeamontessori.com,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Yes,8/22/2011,"AmeriSchools Clubs",,928-329-1100,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Yes,8/22/2011,"AM/PM program",,623-773-6500,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,,,No,No,No,Yes,No,No,"8:00 AM",,,"5:00 PM","8:00 AM",,,"5:00 PM","8:00 AM",,,"5:00 PM","8:00 AM",,,"5:00 PM","8:00 AM",,,"5:00 PM",,,,,Yes,,,No,,,,,No,,,,,0.00%,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Yes,8/22/2011,"AM/PM program",,623-773-6500,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,,,No,No,No,Yes,No,No,"6:00 AM","8:00 AM","3:00 PM","6:00 PM","6:00 AM","8:00 AM","3:00 PM","6:00 PM","6:00 AM","8:00 AM","3:00 PM","6:00 PM","6:00 AM","8:00 AM","3:00 PM","6:00 PM","6:00 AM","8:00 AM","3:00 PM","6:00 PM",,,,,Yes,,,No,,,,,No,,,,,0.00%,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Yes,8/22/2011,"AMPM Program",,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,,,No,No,No,Yes,No,No,"6:00 AM",,"3:00 PM","6:00 PM","6:00 AM",,"3:00 PM","6:00 PM","6:00 AM",,"3:00 PM","6:00 PM","6:00 AM",,"3:00 PM","6:00 PM","6:00 AM",,"3:00 PM","6:00 PM",,,,,Yes,,,No,,,,,No,,,,,0.00%,,,100,No,30,Yes,,,,2.00,1.00,0.00,2.00,,,,,,,,,,,,,,,,,"Program fees charged",,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,"Health and Safety Issues",,,,,,,,,
791,Yes,8/22/2011,"AMPM Program",,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,,,No,No,No,Yes,No,No,"6:00 AM",,,"6:00 PM","6:00 AM",,,"6:00 PM","6:00 AM",,,"6:00 PM","6:00 AM",,,"6:00 PM","6:00 AM",,,"6:00 PM",,,,,Yes,,,No,,,,,No,,,,,0.00%,,,100,No,30,Yes,,,,2.00,1.00,0.00,2.00,,,,,,,,,,,,,,,,,"Program fees charged",,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,"Health and Safety Issues",,,,,,,,,
339,Yes,8/22/2011,"A New Leaf After School Program (ASP)",,480-969-4024,,,http://www.Turnanewleaf.org,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,,,No,No,Yes,Yes,No,Yes,,,"3:00 PM","7:00 PM",,,"3:00 PM","7:00 PM",,,"3:00 PM","7:00 PM",,,"3:00 PM","7:00 PM",,,"3:00 PM","7:00 PM",,,,,No,,,,,,,,Yes,Yes,,,Yes,0.00%,,,,Yes,,,,,$0.00,6.00,6.00,0.00,10.00,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,Monthly,24,Supervision,"Peer to peer coaching",Workshops/conferences,"Trainers specializing in specific subject matter","On-line training",Yes,,Yes,Yes,,,,"Regional Behavioral Health system","Enhancement of Social and Emotional Development",,"Effective Program Operation",,Yes,"Parent/client survey",Monthly,"At least weekly",Yes,Monthly
